Wall time,Step,Value
1493072265.910243,52292,1.0
1493072267.17295,52320,1.0
1493072268.659908,52353,1.0
1493072269.724397,52377,1.0
1493072270.177513,52387,1.0
1493072275.687165,52510,1.0
1493072276.499154,52528,1.0
1493072279.964107,52603,1.0
1493072281.665053,52641,1.0
1493072283.516688,52682,1.0
1493072288.137288,52783,1.0
1493072289.004244,52802,1.0
1493072293.771457,52906,1.0
1493072295.25684,52939,1.0
1493072302.238931,53003,1.0
1493072302.681844,53013,1.0
1493072306.249015,53092,0.9765625
1493072306.926563,53107,0.984375
1493072308.609107,53144,1.0
1493072320.222426,53401,1.0
1493072320.591348,53409,1.0
1493072323.266688,53468,1.0
1493072323.899093,53482,1.0
1493072331.438553,53648,1.0
1493072334.035863,53706,1.0
1493072334.342778,53713,1.0
1493072334.520911,53717,1.0
1493072334.6986,53721,1.0
1493072339.371969,53824,1.0
1493072341.088499,53862,1.0
1493072342.581196,53895,1.0
1493072343.075137,53906,1.0
1493072352.340685,54023,1.0
1493072354.572988,54072,1.0
1493072355.24343,54087,1.0
1493072356.183739,54108,1.0
1493072356.864204,54123,1.0
1493072359.57166,54183,1.0
1493072362.211004,54241,1.0
1493072367.978014,54368,1.0
1493072372.402724,54466,1.0
1493072377.981718,54589,1.0
1493072379.59644,54625,1.0
1493072380.602081,54647,1.0
1493072382.594314,54691,1.0
1493072383.188802,54704,1.0
1493072383.860538,54719,1.0
1493072387.83538,54807,1.0
1493072390.349253,54863,1.0
1493072393.683586,54937,1.0
1493072395.738103,54982,1.0
1493072409.415923,55193,1.0
1493072414.206845,55299,1.0
1493072414.340384,55302,1.0
1493072415.510946,55328,1.0
1493072416.918304,55359,1.0
1493072425.039646,55538,1.0
1493072425.275546,55543,1.0
1493072425.633016,55551,1.0
1493072432.982711,55713,1.0
1493072435.38419,55766,1.0
1493072436.690288,55795,1.0
1493072440.094195,55870,1.0
1493072444.300544,55963,1.0
1493072444.43672,55966,1.0
1493072454.1148,56091,1.0
1493072463.727451,56304,1.0
1493072465.21676,56337,1.0
1493072467.098076,56379,1.0
1493072468.529638,56411,1.0
1493072469.479464,56432,1.0
1493072472.357532,56495,1.0
1493072472.9012,56507,1.0
1493072473.540151,56521,1.0
1493072473.85955,56528,1.0
1493072473.952424,56530,1.0
1493072477.494749,56608,1.0
1493072485.571793,56787,1.0
1493072487.032422,56820,1.0
1493072488.637648,56856,1.0
1493072490.103509,56888,1.0
1493072495.144345,56999,1.0
1493072500.724155,57036,1.0
1493072509.831747,57237,1.0
1493072510.900655,57261,1.0
1493072512.617438,57299,1.0
1493072512.883188,57305,1.0
1493072513.866636,57327,1.0
1493072517.045754,57398,1.0
1493072520.314978,57469,1.0
1493072520.990846,57484,1.0
1493072522.523526,57518,1.0
1493072525.086189,57575,1.0
1493072530.102328,57686,1.0
1493072531.83313,57724,1.0
1493072533.45981,57760,1.0
1493072538.436102,57870,1.0
1493072552.426051,58090,1.0
1493072561.713677,58295,1.0
1493072563.9998,58346,1.0
1493072568.244635,58440,1.0
1493072573.458296,58556,1.0
1493072575.921251,58611,1.0
1493072577.264528,58641,1.0
1493072577.437538,58645,1.0
1493072579.331076,58687,1.0
1493072580.785677,58719,1.0
1493072581.992915,58746,1.0
1493072582.748386,58763,1.0
1493072583.424777,58778,1.0
1493072583.872845,58788,1.0
1493072587.644494,58872,1.0
1493072598.187846,59014,1.0
1493072598.915171,59030,1.0
1493072599.045272,59033,1.0
1493072599.183181,59036,1.0
1493072600.165168,59058,1.0
1493072605.357621,59173,1.0
1493072609.497219,59264,1.0
1493072611.644212,59311,1.0
1493072613.810542,59359,1.0
1493072617.148516,59432,1.0
1493072623.69123,59576,1.0
1493072625.864848,59624,1.0
1493072626.589523,59640,1.0
1493072627.919198,59670,1.0
1493072630.130616,59719,1.0
1493072630.70983,59732,1.0
1493072630.939045,59737,1.0
1493072631.585257,59751,1.0
1493072634.642032,59818,1.0
1493072636.640212,59862,1.0
1493072637.868707,59889,1.0
1493072646.882375,60000,1.0
